Temperature (K),Brightness (watts/m2),Parallax (arcsec),distance ,luminosity,Lum in solar units (J/s)
4417.498171,4.18E-13,0.00800286,8.61E+12,9.34E+26,2.44E+00
4417.264438,5.57E-13,0.0131795,6.46E+12,5.25E+26,1.37E+00
4414.584302,6.54E-13,0.0104363,5.50E+12,3.81E+26,9.95E-01
4413.964781,6.33E-13,0.0116723,5.69E+12,4.06E+26,1.06E+00
4413.960649,5.96E-13,0.0119244,6.04E+12,4.59E+26,1.20E+00
4411.484377,6.85E-13,0.0105826,5.26E+12,3.47E+26,9.06E-01
4411.479603,8.13E-11,0.0115576,4.43E+10,2.47E+22,6.44E-05
4410.469961,5.54E-13,0.00757387,6.50E+12,5.31E+26,1.39E+00
4405.516994,5.74E-13,0.00986611,6.27E+12,4.95E+26,1.29E+00
4405.182992,5.68E-13,0.0105306,6.34E+12,5.05E+26,1.32E+00
4401.520437,5.12E-13,0.00985888,7.03E+12,6.22E+26,1.63E+00
4400.156126,4.85E-13,0.0107231,7.42E+12,6.94E+26,1.81E+00
4393.82638,6.05E-13,0.00922367,5.95E+12,4.45E+26,1.16E+00
4391.64691,5.50E-13,0.0117797,6.55E+12,5.38E+26,1.41E+00
4389.254417,5.78E-13,0.011223,6.23E+12,4.87E+26,1.27E+00
4388.309069,4.28E-13,0.0095707,8.41E+12,8.90E+26,2.33E+00
4388.231841,5.57E-13,0.0106849,6.46E+12,5.25E+26,1.37E+00
4388.223955,6.92E-13,0.0112523,5.20E+12,3.40E+26,8.89E-01
4386.884507,5.08E-13,0.0102366,7.09E+12,6.30E+26,1.65E+00
4386.047193,5.15E-13,0.0102841,6.99E+12,6.14E+26,1.61E+00
4385.93802,5.02E-13,0.0109529,7.17E+12,6.46E+26,1.69E+00
4385.740201,5.66E-13,0.0126789,6.36E+12,5.08E+26,1.33E+00
4383.122904,5.18E-13,0.0100144,6.95E+12,6.06E+26,1.58E+00
4380.120583,5.33E-13,0.0088567,6.75E+12,5.73E+26,1.50E+00
4379.809851,6.30E-13,0.0121875,5.71E+12,4.10E+26,1.07E+00
4377.32128,5.16E-13,0.0102954,6.98E+12,6.11E+26,1.60E+00
4375.736801,6.83E-13,0.0127026,5.27E+12,3.49E+26,9.12E-01
4375.605292,4.84E-13,0.00882844,7.44E+12,6.95E+26,1.82E+00
4374.667135,4.89E-13,0.00915066,7.36E+12,6.80E+26,1.78E+00
4374.366251,5.05E-13,0.0116683,7.13E+12,6.37E+26,1.67E+00
4373.740388,5.53E-13,0.0111823,6.51E+12,5.33E+26,1.39E+00
4372.980216,6.07E-13,0.0115527,5.93E+12,4.42E+26,1.15E+00
4372.977544,4.58E-13,0.00808821,7.86E+12,7.77E+26,2.03E+00
4372.504073,4.29E-13,0.00882173,8.39E+12,8.85E+26,2.31E+00
4370.211087,5.76E-13,0.010879,6.25E+12,4.91E+26,1.28E+00
4368.466156,4.82E-13,0.0090916,7.47E+12,7.01E+26,1.83E+00
4366.131804,5.04E-13,0.00979501,7.14E+12,6.41E+26,1.68E+00
4366.0671,5.41E-13,0.00960697,6.65E+12,5.56E+26,1.45E+00
4364.533591,4.37E-13,0.00911798,8.24E+12,8.52E+26,2.23E+00
4364.533581,4.88E-13,0.0118276,7.38E+12,6.84E+26,1.79E+00
4364.41165,6.27E-13,0.00818706,5.74E+12,4.14E+26,1.08E+00
4364.392027,5.36E-13,0.0103007,6.72E+12,5.68E+26,1.48E+00
4364.381216,5.19E-13,0.00948469,6.94E+12,6.05E+26,1.58E+00
4360.220779,5.74E-13,0.00929787,6.27E+12,4.94E+26,1.29E+00
4359.986469,5.73E-13,0.0104288,6.28E+12,4.97E+26,1.30E+00
4359.437029,5.77E-13,0.00942641,6.24E+12,4.90E+26,1.28E+00
4359.397401,5.81E-13,0.00809015,6.20E+12,4.82E+26,1.26E+00
4359.181162,4.82E-13,0.00955196,7.47E+12,7.02E+26,1.84E+00
4356.192455,5.76E-13,0.00981748,6.25E+12,4.91E+26,1.28E+00
4356.142741,5.10E-13,0.00911351,7.06E+12,6.27E+26,1.64E+00
4354.316163,5.49E-13,0.00964572,6.56E+12,5.41E+26,1.41E+00
4352.258204,6.22E-13,0.0111967,5.79E+12,4.20E+26,1.10E+00
4348.678329,4.60E-13,0.00924239,7.83E+12,7.71E+26,2.01E+00
4348.655248,5.98E-13,0.0106444,6.02E+12,4.56E+26,1.19E+00
4343.598065,5.30E-13,0.0105013,6.79E+12,5.80E+26,1.52E+00
4342.421116,4.46E-13,0.0092388,8.07E+12,8.19E+26,2.14E+00
4341.616036,4.89E-13,0.00963407,7.36E+12,6.82E+26,1.78E+00
4332.992984,4.78E-13,0.0123939,7.53E+12,7.13E+26,1.86E+00
4329.141907,6.08E-13,0.0119765,5.92E+12,4.41E+26,1.15E+00
4321.572102,4.32E-13,0.0115401,8.33E+12,8.72E+26,2.28E+00
4316.300237,4.66E-13,0.00853083,7.73E+12,7.50E+26,1.96E+00
4315.434391,1.44E-10,0.00902529,2.50E+10,7.82E+21,2.04E-05
4307.245754,5.04E-13,0.0111426,7.14E+12,6.42E+26,1.68E+00
4301.331017,4.18E-13,0.00927657,8.61E+12,9.32E+26,2.44E+00
4299.3998,4.94E-13,0.0106215,7.29E+12,6.66E+26,1.74E+00
4296.967603,1.44E-10,0.0104197,2.50E+10,7.82E+21,2.04E-05
4295.892454,5.24E-13,0.0120829,6.87E+12,5.92E+26,1.55E+00
4293.721134,4.75E-13,0.0104333,7.58E+12,7.21E+26,1.89E+00
4292.35516,4.67E-13,0.00961533,7.71E+12,7.48E+26,1.96E+00
4289.74288,3.86E-13,0.00829593,9.33E+12,1.09E+27,2.86E+00
4288.756637,1.19E-10,0.00994101,3.03E+10,1.14E+22,2.99E-05
4287.123277,4.72E-13,0.0129048,7.63E+12,7.32E+26,1.91E+00
4286.751995,5.01E-13,0.0109332,7.19E+12,6.48E+26,1.69E+00
4284.571566,4.61E-13,0.0103322,7.81E+12,7.65E+26,2.00E+00
4284.048771,4.14E-13,0.00956675,8.70E+12,9.50E+26,2.48E+00
4279.708972,4.17E-13,0.00946063,8.63E+12,9.38E+26,2.45E+00
4279.605383,5.11E-13,0.0122549,7.05E+12,6.23E+26,1.63E+00
4279.068319,3.96E-13,0.0108679,9.09E+12,1.04E+27,2.71E+00
4277.017703,4.37E-13,0.0111396,8.24E+12,8.52E+26,2.23E+00
4274.880119,4.68E-13,0.0097089,7.69E+12,7.44E+26,1.95E+00
4274.263216,4.77E-13,0.00812725,7.55E+12,7.17E+26,1.87E+00
4274.187836,4.68E-13,0.0110856,7.69E+12,7.44E+26,1.95E+00
4272.896799,4.02E-13,0.010157,8.96E+12,1.01E+27,2.63E+00
4272.801545,5.15E-13,0.0103411,6.99E+12,6.15E+26,1.61E+00
4271.09745,5.02E-13,0.00917706,7.17E+12,6.45E+26,1.69E+00
4271.086957,4.72E-13,0.0114642,7.63E+12,7.32E+26,1.91E+00
4270.410586,3.75E-13,0.00804146,9.60E+12,1.16E+27,3.02E+00
4268.656382,4.17E-13,0.0105425,8.63E+12,9.38E+26,2.45E+00
4268.647423,4.62E-13,0.0102002,7.79E+12,7.63E+26,1.99E+00
4268.401614,3.76E-13,0.00944758,9.57E+12,1.15E+27,3.00E+00
4267.464802,5.31E-13,0.0096938,6.78E+12,5.77E+26,1.51E+00
4267.164165,5.21E-13,0.0117384,6.91E+12,6.01E+26,1.57E+00
4266.702069,4.50E-13,0.0101578,8.00E+12,8.04E+26,2.10E+00
4263.873976,4.73E-13,0.0100075,7.61E+12,7.27E+26,1.90E+00
4263.651641,5.46E-13,0.0109352,6.59E+12,5.46E+26,1.43E+00
4261.805151,4.03E-13,0.0090454,8.93E+12,1.01E+27,2.63E+00
4261.789699,4.77E-13,0.0119237,7.55E+12,7.14E+26,1.87E+00
4261.772414,4.70E-13,0.00957668,7.66E+12,7.36E+26,1.92E+00
4261.430111,4.42E-13,0.0102054,8.14E+12,8.35E+26,2.18E+00
4259.847331,4.68E-13,0.00991588,7.69E+12,7.43E+26,1.94E+00
4257.650802,4.39E-13,0.010342,8.20E+12,8.46E+26,2.21E+00
4255.161182,4.25E-13,0.00989161,8.47E+12,9.03E+26,2.36E+00
4254.220074,4.23E-13,0.00997483,8.51E+12,9.11E+26,2.38E+00
4254.216498,4.63E-13,0.00980609,7.78E+12,7.60E+26,1.99E+00
4254.196804,2.56E-13,0.00951992,1.41E+13,2.48E+27,6.48E+00
4251.276399,4.36E-13,0.00988774,8.26E+12,8.59E+26,2.24E+00
4251.245196,5.24E-13,0.00955254,6.87E+12,5.94E+26,1.55E+00
4240.964192,4.92E-13,0.00795925,7.32E+12,6.73E+26,1.76E+00
4224.274639,3.32E-13,0.0104674,1.08E+13,1.48E+27,3.86E+00
4218.534771,3.13E-13,0.00773593,1.15E+13,1.66E+27,4.34E+00
4218.255434,4.68E-13,0.0121568,7.69E+12,7.45E+26,1.95E+00
4215.321831,4.05E-13,0.0102125,8.89E+12,9.95E+26,2.60E+00
4213.570067,4.02E-13,0.0111984,8.96E+12,1.01E+27,2.63E+00
4211.446819,3.98E-13,0.0100486,9.05E+12,1.03E+27,2.69E+00
4203.880368,3.91E-13,0.00886469,9.21E+12,1.06E+27,2.78E+00
4203.866413,4.13E-13,0.0116007,8.72E+12,9.57E+26,2.50E+00
4201.842608,4.29E-13,0.00870659,8.39E+12,8.84E+26,2.31E+00
4199.298697,3.99E-13,0.00943827,9.02E+12,1.03E+27,2.68E+00
4197.365768,3.49E-13,0.00821512,1.03E+13,1.34E+27,3.50E+00
4195.861291,4.23E-13,0.0117696,8.51E+12,9.09E+26,2.38E+00
4195.796036,3.64E-13,0.010067,9.89E+12,1.23E+27,3.22E+00
4193.312788,3.63E-13,0.0081327,9.92E+12,1.24E+27,3.24E+00
4193.302501,3.86E-13,0.00912445,9.33E+12,1.09E+27,2.85E+00
4193.220829,3.69E-13,0.00832945,9.76E+12,1.20E+27,3.13E+00
4193.167703,3.36E-13,0.0103951,1.07E+13,1.44E+27,3.77E+00
4192.936662,3.19E-13,0.00917906,1.13E+13,1.60E+27,4.19E+00
4189.518131,4.16E-13,0.0110722,8.65E+12,9.40E+26,2.46E+00
4189.166559,3.94E-13,0.0105258,9.14E+12,1.05E+27,2.74E+00
4189.01262,4.52E-13,0.0106805,7.96E+12,7.98E+26,2.09E+00
4188.916787,4.37E-13,0.00976084,8.24E+12,8.51E+26,2.22E+00
4188.07871,3.10E-13,0.00994194,1.16E+13,1.69E+27,4.42E+00
4185.775013,4.30E-13,0.0108366,8.37E+12,8.82E+26,2.31E+00
4184.713182,3.64E-13,0.0109852,9.89E+12,1.23E+27,3.20E+00
4183.799746,3.71E-13,0.0116863,9.70E+12,1.18E+27,3.10E+00
4183.656673,3.88E-13,0.0114629,9.28E+12,1.08E+27,2.82E+00
4183.319556,4.96E-13,0.0111491,7.26E+12,6.62E+26,1.73E+00
4180.771687,4.51E-13,0.00943092,7.98E+12,8.02E+26,2.09E+00
4180.645397,4.66E-13,0.0109491,7.73E+12,7.51E+26,1.96E+00
4177.048795,3.75E-13,0.0099608,9.60E+12,1.16E+27,3.03E+00
4176.884849,3.59E-13,0.00778963,1.00E+13,1.27E+27,3.31E+00
4176.727715,3.86E-13,0.00885389,9.33E+12,1.09E+27,2.86E+00
4169.788598,4.01E-13,0.0113113,8.98E+12,1.01E+27,2.65E+00
4160.759363,4.59E-13,0.0100088,7.84E+12,7.73E+26,2.02E+00
4154.482292,3.50E-13,0.00751376,1.03E+13,1.33E+27,3.48E+00
4154.108851,3.71E-13,0.0101657,9.70E+12,1.19E+27,3.10E+00
4148.929298,3.50E-13,0.008933,1.03E+13,1.33E+27,3.47E+00
4142.200013,3.13E-13,0.010148,1.15E+13,1.66E+27,4.34E+00
4132.775579,4.27E-13,0.0125482,8.43E+12,8.93E+26,2.33E+00
4128.409988,4.20E-13,0.0106015,8.57E+12,9.24E+26,2.41E+00
4128.400637,3.96E-13,0.0114179,9.09E+12,1.04E+27,2.71E+00
4124.250586,4.91E-13,0.0114291,7.33E+12,6.76E+26,1.77E+00
4119.822679,4.05E-13,0.00937693,8.89E+12,9.93E+26,2.60E+00
4117.312786,3.36E-13,0.0104786,1.07E+13,1.45E+27,3.78E+00
4116.573791,3.78E-13,0.0108957,9.52E+12,1.14E+27,2.98E+00
4115.034617,4.20E-13,0.00998873,8.57E+12,9.24E+26,2.41E+00
4109.615936,3.56E-13,0.00808865,1.01E+13,1.28E+27,3.35E+00
4109.556024,3.76E-13,0.0105075,9.57E+12,1.15E+27,3.01E+00
4109.550349,4.30E-13,0.0105804,8.37E+12,8.82E+26,2.31E+00
4109.534935,3.57E-13,0.0106882,1.01E+13,1.28E+27,3.35E+00
4108.937196,3.09E-13,0.0102706,1.17E+13,1.70E+27,4.45E+00
4107.978402,2.59E-13,0.00942291,1.39E+13,2.42E+27,6.33E+00
4107.828416,3.80E-13,0.00929115,9.47E+12,1.13E+27,2.95E+00
4106.189875,3.54E-13,0.00924542,1.02E+13,1.30E+27,3.40E+00
4103.124001,4.05E-13,0.0110186,8.89E+12,9.95E+26,2.60E+00
4102.33574,2.96E-13,0.00967132,1.22E+13,1.86E+27,4.86E+00
4100.028075,3.49E-13,0.010467,1.03E+13,1.34E+27,3.49E+00
4098.644539,3.71E-13,0.0115375,9.70E+12,1.18E+27,3.09E+00
4097.521476,3.71E-13,0.0121599,9.70E+12,1.18E+27,3.10E+00
4097.521421,3.32E-13,0.0100705,1.08E+13,1.48E+27,3.87E+00
4097.51554,3.35E-13,0.0111353,1.07E+13,1.45E+27,3.79E+00
4097.514787,3.26E-13,0.00997454,1.10E+13,1.53E+27,3.99E+00
4097.514143,3.57E-13,0.00969004,1.01E+13,1.28E+27,3.33E+00
4097.513876,3.14E-13,0.0112584,1.15E+13,1.65E+27,4.33E+00
4094.421697,3.04E-13,0.0102212,1.18E+13,1.77E+27,4.61E+00
4094.385056,3.47E-13,0.00959763,1.04E+13,1.36E+27,3.54E+00
4094.084854,3.99E-13,0.0110899,9.02E+12,1.02E+27,2.68E+00
4090.869404,3.22E-13,0.00895627,1.12E+13,1.57E+27,4.12E+00
4090.86935,3.05E-13,0.0100639,1.18E+13,1.75E+27,4.58E+00
4086.734856,3.76E-13,0.0111269,9.57E+12,1.15E+27,3.01E+00
4082.080198,3.32E-13,0.00931464,1.08E+13,1.47E+27,3.85E+00
4081.991483,3.06E-13,0.00993916,1.18E+13,1.74E+27,4.55E+00
4074.49886,3.67E-13,0.00950743,9.81E+12,1.21E+27,3.15E+00
4069.378878,3.27E-13,0.0106298,1.10E+13,1.52E+27,3.98E+00
4069.363489,2.94E-13,0.00805163,1.22E+13,1.89E+27,4.93E+00
4067.86692,3.34E-13,0.0108232,1.08E+13,1.46E+27,3.82E+00
4067.776032,3.84E-13,0.0114516,9.38E+12,1.10E+27,2.88E+00
4065.053887,3.27E-13,0.00906487,1.10E+13,1.52E+27,3.98E+00
4060.854818,3.32E-13,0.00926893,1.08E+13,1.48E+27,3.86E+00
4058.429187,2.81E-13,0.00981074,1.28E+13,2.06E+27,5.38E+00
4058.427331,3.24E-13,0.0117904,1.11E+13,1.55E+27,4.05E+00
4058.424175,3.48E-13,0.00819838,1.03E+13,1.35E+27,3.52E+00
4055.067325,3.00E-13,0.00751826,1.20E+13,1.81E+27,4.72E+00
4055.066839,3.33E-13,0.00961059,1.08E+13,1.47E+27,3.84E+00
4053.359133,3.27E-13,0.00929473,1.10E+13,1.53E+27,3.99E+00
4052.011921,2.80E-13,0.0120533,1.29E+13,2.08E+27,5.43E+00
4048.938715,2.97E-13,0.00938695,1.21E+13,1.84E+27,4.81E+00
4048.758129,3.13E-13,0.00895658,1.15E+13,1.66E+27,4.35E+00
4047.983951,4.08E-13,0.0112132,8.82E+12,9.76E+26,2.55E+00
4045.795795,2.76E-13,0.00988164,1.30E+13,2.14E+27,5.59E+00
4043.401661,3.84E-13,0.0109813,9.38E+12,1.11E+27,2.89E+00
4043.243991,2.38E-13,0.00846289,1.51E+13,2.87E+27,7.50E+00
4043.232203,3.43E-13,0.00886392,1.05E+13,1.38E+27,3.61E+00
4043.198125,2.92E-13,0.0105188,1.23E+13,1.91E+27,4.99E+00
4042.025429,3.15E-13,0.00995356,1.14E+13,1.65E+27,4.30E+00
4041.967106,3.32E-13,0.010855,1.08E+13,1.48E+27,3.87E+00
4040.904584,3.68E-13,0.0121627,9.78E+12,1.20E+27,3.14E+00
4039.757156,4.07E-13,0.00973267,8.85E+12,9.81E+26,2.57E+00
4039.7204,3.21E-13,0.0108567,1.12E+13,1.58E+27,4.13E+00
4038.938749,2.78E-13,0.0100003,1.29E+13,2.11E+27,5.52E+00
4038.509729,2.51E-13,0.0115405,1.43E+13,2.58E+27,6.74E+00
4038.45041,2.88E-13,0.00882644,1.25E+13,1.97E+27,5.15E+00
4037.963904,3.02E-13,0.0112851,1.19E+13,1.78E+27,4.66E+00
4037.796671,3.15E-13,0.0104366,1.14E+13,1.64E+27,4.29E+00
4037.511944,2.70E-13,0.00867371,1.33E+13,2.23E+27,5.82E+00
4037.153635,2.94E-13,0.0101334,1.22E+13,1.88E+27,4.92E+00
4037.1467,4.05E-13,0.0109377,8.89E+12,9.93E+26,2.60E+00
4036.444212,2.74E-13,0.00951438,1.31E+13,2.17E+27,5.68E+00
4036.430787,2.83E-13,0.0101979,1.27E+13,2.03E+27,5.31E+00
4036.415088,3.72E-13,0.00846878,9.68E+12,1.18E+27,3.08E+00
4036.099662,2.80E-13,0.0109774,1.29E+13,2.08E+27,5.43E+00
4034.764438,3.49E-13,0.011748,1.03E+13,1.34E+27,3.49E+00
4033.914754,2.48E-13,0.00861101,1.45E+13,2.66E+27,6.95E+00
4033.859478,2.88E-13,0.0109292,1.25E+13,1.96E+27,5.13E+00
4033.594423,3.32E-13,0.00930344,1.08E+13,1.48E+27,3.86E+00
4033.189659,3.11E-13,0.00858051,1.16E+13,1.68E+27,4.39E+00
4033.181573,3.30E-13,0.0106955,1.09E+13,1.49E+27,3.90E+00
4032.902544,1.93E-13,0.00870131,1.87E+13,4.38E+27,1.14E+01
4031.755423,3.45E-13,0.0116166,1.04E+13,1.37E+27,3.58E+00
4031.743391,2.79E-13,0.00956063,1.29E+13,2.09E+27,5.46E+00
4031.743064,3.03E-13,0.0099587,1.19E+13,1.77E+27,4.63E+00
4031.262706,2.81E-13,0.0104512,1.28E+13,2.06E+27,5.38E+00
4029.648467,3.17E-13,0.00841924,1.14E+13,1.63E+27,4.25E+00
4029.144774,2.57E-13,0.00999597,1.40E+13,2.46E+27,6.42E+00
4027.763334,3.11E-13,0.00784407,1.16E+13,1.68E+27,4.39E+00
4027.449022,2.48E-13,0.00940219,1.45E+13,2.66E+27,6.94E+00
4026.701801,2.54E-13,0.00769236,1.42E+13,2.53E+27,6.62E+00
4026.694082,3.23E-13,0.0102163,1.11E+13,1.56E+27,4.08E+00
4024.62108,3.07E-13,0.00868866,1.17E+13,1.73E+27,4.52E+00
4024.261039,3.17E-13,0.012052,1.14E+13,1.62E+27,4.25E+00
4024.223672,3.25E-13,0.00864021,1.11E+13,1.54E+27,4.04E+00
4024.217824,3.12E-13,0.0102465,1.15E+13,1.68E+27,4.38E+00
4024.200526,3.86E-13,0.0114024,9.33E+12,1.09E+27,2.85E+00
4024.184964,2.60E-13,0.00920598,1.38E+13,2.42E+27,6.31E+00
4024.070284,3.25E-13,0.0104494,1.11E+13,1.54E+27,4.03E+00
4024.039034,2.61E-13,0.0099747,1.38E+13,2.39E+27,6.24E+00
4023.717159,2.38E-13,0.011077,1.51E+13,2.86E+27,7.49E+00
4022.274666,2.23E-13,0.0102321,1.61E+13,3.26E+27,8.52E+00
4022.201739,2.11E-13,0.0104273,1.71E+13,3.65E+27,9.54E+00
4022.20125,2.32E-13,0.0102022,1.55E+13,3.04E+27,7.94E+00
4021.971989,2.35E-13,0.00908872,1.53E+13,2.94E+27,7.69E+00
4021.247719,2.79E-13,0.0106103,1.29E+13,2.09E+27,5.46E+00
4021.201603,2.80E-13,0.011412,1.29E+13,2.07E+27,5.42E+00
4020.70207,3.53E-13,0.0109196,1.02E+13,1.31E+27,3.42E+00
4020.700235,2.96E-13,0.0100951,1.22E+13,1.86E+27,4.87E+00
4020.662921,3.11E-13,0.00935086,1.16E+13,1.68E+27,4.39E+00
4019.676398,2.18E-13,0.0108648,1.65E+13,3.44E+27,8.98E+00
4019.426371,3.31E-13,0.0084081,1.09E+13,1.49E+27,3.89E+00
4018.370498,2.88E-13,0.0115365,1.25E+13,1.96E+27,5.12E+00
4017.059797,2.76E-13,0.0110803,1.30E+13,2.14E+27,5.60E+00
4016.180451,3.23E-13,0.00999234,1.11E+13,1.56E+27,4.07E+00
4015.70212,2.70E-13,0.00890083,1.33E+13,2.24E+27,5.85E+00
4013.086315,3.18E-13,0.0110424,1.13E+13,1.61E+27,4.20E+00
4013.063718,2.47E-13,0.0113091,1.46E+13,2.67E+27,6.99E+00
4012.599619,2.75E-13,0.0109319,1.31E+13,2.16E+27,5.64E+00
4010.838812,3.20E-13,0.00856418,1.13E+13,1.59E+27,4.16E+00
4010.654133,2.86E-13,0.00937319,1.26E+13,1.99E+27,5.21E+00
4008.639534,3.17E-13,0.0102002,1.14E+13,1.62E+27,4.24E+00
4008.632091,3.65E-13,0.0100685,9.86E+12,1.22E+27,3.19E+00
4005.966069,2.94E-13,0.0101836,1.22E+13,1.88E+27,4.91E+00
4005.060542,3.46E-13,0.00956959,1.04E+13,1.36E+27,3.55E+00
4003.948666,3.39E-13,0.0105095,1.06E+13,1.42E+27,3.71E+00
4003.0166,2.23E-13,0.00925806,1.61E+13,3.28E+27,8.58E+00
4001.876366,2.95E-13,0.0105862,1.22E+13,1.87E+27,4.90E+00
3999.664809,2.18E-13,0.0114287,1.65E+13,3.41E+27,8.92E+00
3998.922781,3.24E-13,0.0118855,1.11E+13,1.55E+27,4.06E+00
3997.509151,2.85E-13,0.010573,1.26E+13,2.00E+27,5.24E+00
3996.230537,2.67E-13,0.00934279,1.35E+13,2.29E+27,5.99E+00
3996.205511,3.40E-13,0.00986218,1.06E+13,1.41E+27,3.68E+00
3994.971221,3.49E-13,0.0102729,1.03E+13,1.34E+27,3.49E+00
3994.46999,2.69E-13,0.0103892,1.34E+13,2.25E+27,5.87E+00
3992.060663,2.32E-13,0.00853681,1.55E+13,3.04E+27,7.94E+00
3991.384214,2.90E-13,0.00761738,1.24E+13,1.93E+27,5.05E+00
3991.38386,2.39E-13,0.0086008,1.51E+13,2.86E+27,7.46E+00
3989.366186,2.98E-13,0.00891415,1.21E+13,1.83E+27,4.78E+00
3988.729527,2.54E-13,0.00751755,1.42E+13,2.53E+27,6.62E+00
3988.276072,3.14E-13,0.0110698,1.15E+13,1.65E+27,4.32E+00
3988.270056,2.02E-13,0.0101977,1.78E+13,4.01E+27,1.05E+01
3988.259726,2.67E-13,0.0110658,1.35E+13,2.29E+27,5.97E+00
3987.383953,2.60E-13,0.010095,1.38E+13,2.42E+27,6.32E+00
3987.376074,3.11E-13,0.0118658,1.16E+13,1.68E+27,4.39E+00
3987.10687,3.01E-13,0.00929688,1.20E+13,1.79E+27,4.69E+00
3986.942209,2.34E-13,0.0111673,1.54E+13,2.98E+27,7.79E+00
3986.376466,2.89E-13,0.00958438,1.25E+13,1.96E+27,5.11E+00
3986.332447,2.90E-13,0.00917847,1.24E+13,1.94E+27,5.08E+00
3986.265284,2.82E-13,0.0112175,1.28E+13,2.05E+27,5.35E+00
3986.261377,2.33E-13,0.00757389,1.55E+13,2.99E+27,7.81E+00
3985.517164,2.85E-13,0.00790418,1.26E+13,2.01E+27,5.25E+00
3985.454009,2.01E-13,0.00946212,1.79E+13,4.02E+27,1.05E+01
3984.793414,2.60E-13,0.0104126,1.38E+13,2.41E+27,6.30E+00
3984.718977,2.49E-13,0.00976472,1.45E+13,2.63E+27,6.88E+00
3984.694051,2.62E-13,0.0101163,1.37E+13,2.38E+27,6.21E+00
3984.207047,2.56E-13,0.010329,1.41E+13,2.49E+27,6.50E+00
3983.545782,1.87E-13,0.00872589,1.93E+13,4.64E+27,1.21E+01
3983.158313,2.90E-13,0.0101569,1.24E+13,1.94E+27,5.08E+00
3983.049313,2.38E-13,0.0102026,1.51E+13,2.87E+27,7.50E+00
3981.811368,2.48E-13,0.00961318,1.45E+13,2.65E+27,6.92E+00
3981.56935,2.94E-13,0.00832403,1.22E+13,1.88E+27,4.92E+00
3981.539731,2.40E-13,0.00846485,1.50E+13,2.82E+27,7.37E+00
3980.824911,2.32E-13,0.0102594,1.55E+13,3.03E+27,7.92E+00
3980.651534,2.70E-13,0.00952452,1.33E+13,2.24E+27,5.86E+00
3980.650055,2.45E-13,0.00956715,1.47E+13,2.71E+27,7.08E+00
3979.683028,2.55E-13,0.0103009,1.41E+13,2.50E+27,6.52E+00
3979.652089,2.95E-13,0.0112362,1.22E+13,1.88E+27,4.90E+00
3979.652058,2.63E-13,0.00961285,1.37E+13,2.35E+27,6.14E+00
3979.501982,2.46E-13,0.00842662,1.46E+13,2.69E+27,7.02E+00
3978.467759,2.45E-13,0.00875588,1.47E+13,2.71E+27,7.08E+00
3978.391155,2.99E-13,0.010082,1.20E+13,1.83E+27,4.77E+00
3972.285156,2.65E-13,0.00993424,1.36E+13,2.32E+27,6.05E+00
3972.208822,2.53E-13,0.00810535,1.42E+13,2.55E+27,6.65E+00
3970.660455,2.68E-13,0.0110396,1.34E+13,2.27E+27,5.93E+00
3970.181875,2.80E-13,0.010376,1.29E+13,2.08E+27,5.45E+00
3969.467958,3.23E-13,0.0102648,1.11E+13,1.56E+27,4.08E+00
3964.587951,3.39E-13,0.0112976,1.06E+13,1.42E+27,3.70E+00
3959.000322,2.14E-13,0.0121708,1.68E+13,3.55E+27,9.27E+00
3958.676714,2.64E-13,0.0086598,1.36E+13,2.34E+27,6.11E+00
3955.876123,3.03E-13,0.00768004,1.19E+13,1.77E+27,4.62E+00
3953.411554,2.86E-13,0.00744955,1.26E+13,1.99E+27,5.20E+00
3948.703685,1.61E-13,0.00942451,2.24E+13,6.27E+27,1.64E+01
3933.037434,2.46E-13,0.00982151,1.46E+13,2.69E+27,7.02E+00
3932.840833,1.90E-13,0.0110226,1.89E+13,4.50E+27,1.18E+01
3926.587924,1.89E-13,0.0101355,1.90E+13,4.57E+27,1.20E+01
3923.371532,2.93E-13,0.0117071,1.23E+13,1.89E+27,4.95E+00
3923.143766,2.63E-13,0.0106535,1.37E+13,2.36E+27,6.17E+00
3921.413905,2.49E-13,0.0102559,1.45E+13,2.63E+27,6.86E+00
3920.717038,2.81E-13,0.00898698,1.28E+13,2.06E+27,5.39E+00
3920.669066,2.92E-13,0.00918577,1.23E+13,1.91E+27,5.00E+00
3920.55854,2.78E-13,0.010265,1.29E+13,2.11E+27,5.52E+00
3919.7124,3.27E-13,0.0100837,1.10E+13,1.53E+27,3.99E+00
3919.491419,2.40E-13,0.0119834,1.50E+13,2.84E+27,7.42E+00
3918.122217,2.41E-13,0.0103911,1.49E+13,2.81E+27,7.34E+00
3918.118217,2.58E-13,0.0103125,1.40E+13,2.46E+27,6.42E+00
3918.11541,2.41E-13,0.00965666,1.49E+13,2.80E+27,7.31E+00
3915.742488,2.42E-13,0.0103389,1.49E+13,2.78E+27,7.26E+00
3914.233849,3.03E-13,0.0106237,1.19E+13,1.77E+27,4.63E+00
3914.115531,2.33E-13,0.0121328,1.55E+13,3.01E+27,7.87E+00
3913.194587,2.27E-13,0.00792035,1.59E+13,3.16E+27,8.27E+00
3912.913236,2.17E-13,0.0109248,1.66E+13,3.45E+27,9.01E+00
3911.788742,1.96E-13,0.0072973,1.84E+13,4.25E+27,1.11E+01
3910.773642,2.17E-13,0.00844716,1.66E+13,3.46E+27,9.06E+00
